,fiscal_year_released,recidivism_reporting_year,main_supervising_district,releasetype,race_ethnicity,ageat_release,sex,offenseclassification,offensetype,offensesubtype,return_to_prison,recidivism_type,target_population
6091,2012,2015,1JD,Parole,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,No,No Recidivism,Yes
6092,2012,2015,1JD,Parole,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,No,No Recidivism,Yes
6093,2012,2015,1JD,Parole,White - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,No,No Recidivism,Yes
6094,2012,2015,ISC,Parole,White - Non-Hispanic,35-44,Male,C Felony,Property,Theft,No,No Recidivism,Yes
6095,2012,2015,ISC,Parole,White - Non-Hispanic,35-44,Male,C Felony,Property,Theft,No,No Recidivism,Yes
6096,2012,2015,5JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,Weapons,No,No Recidivism,No
6097,2012,2015,3JD,Parole,White - Non-Hispanic,35-44,Female,C Felony,Drug,Trafficking,No,No Recidivism,Yes
6098,2012,2015,5JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Property,Arson,No,No Recidivism,Yes
6099,2012,2015,4JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Violent,Robbery,No,No Recidivism,Yes
6100,2012,2015,4JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Violent,Robbery,No,No Recidivism,Yes
6101,2012,2015,7JD,Parole,White - Non-Hispanic,0-25,Male,C Felony,Violent,Murder/Manslaughter,No,No Recidivism,No
6102,2012,2015,5JD,Parole,Black - Non-Hispanic,0-25,Female,D Felony,Property,Theft,No,No Recidivism,Yes
6113,2012,2015,6JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Violent,Murder/Manslaughter,No,No Recidivism,Yes
6114,2012,2015,4JD,Special Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Other,Special Sentence Revocation,No,No Recidivism,Yes
6116,2012,2015,5JD,Parole,Black - Non-Hispanic,0-25,Male,C Felony,Property,Burglary,No,No Recidivism,Yes
6118,2012,2015,1JD,Parole,White - Non-Hispanic,0-25,Male,C Felony,Violent,Murder/Manslaughter,No,No Recidivism,Yes
6122,2012,2015,5JD,Parole,White - Non-Hispanic,55 and Older,Male,D Felony,Public Order,OWI,No,No Recidivism,Yes
6123,2012,2015,5JD,Parole,White - Non-Hispanic,55 and Older,Male,D Felony,Public Order,OWI,No,No Recidivism,Yes
6124,2012,2015,5JD,Parole,White - Non-Hispanic,55 and Older,Male,D Felony,Public Order,OWI,No,No Recidivism,Yes
6125,2012,2015,5JD,Parole,White - Non-Hispanic,55 and Older,Male,D Felony,Public Order,OWI,No,No Recidivism,Yes
6126,2012,2015,5JD,Parole,White - Non-Hispanic,55 and Older,Male,D Felony,Public Order,OWI,No,No Recidivism,Yes
6127,2012,2015,ISC,Parole,Black - Non-Hispanic,55 and Older,Male,B Felony,Drug,Trafficking,No,No Recidivism,Yes
6132,2012,2015,1JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,No Recidivism,Yes
6142,2012,2015,4JD,Parole,White - Non-Hispanic,0-25,Male,D Felony,Property,Stolen Property,No,No Recidivism,Yes
6143,2012,2015,5JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,No Recidivism,Yes
6144,2012,2015,5JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,No Recidivism,Yes
6145,2012,2015,5JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,No Recidivism,Yes
6146,2012,2015,5JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,No Recidivism,Yes
6147,2012,2015,5JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,No Recidivism,Yes
6148,2012,2015,5JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,No Recidivism,Yes
6149,2012,2015,5JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,No Recidivism,Yes
6150,2012,2015,5JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,No Recidivism,Yes
6151,2012,2015,5JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,No Recidivism,Yes
6152,2012,2015,5JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,No Recidivism,Yes
6153,2012,2015,5JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,No Recidivism,Yes
6154,2012,2015,5JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,No Recidivism,Yes
6155,2012,2015,5JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,No Recidivism,Yes
6156,2012,2015,5JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,No Recidivism,Yes
6157,2012,2015,3JD,Parole,White - Non-Hispanic,25-34,Female,D Felony,Property,Forgery/Fraud,No,No Recidivism,No
6159,2012,2015,8JD,Parole,White - Non-Hispanic,25-34,Female,D Felony,Violent,Assault,No,No Recidivism,No
6160,2012,2015,1JD,Parole,White - Non-Hispanic,25-34,Female,D Felony,Property,Forgery/Fraud,No,No Recidivism,Yes
6161,2012,2015,1JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,No Recidivism,Yes
6162,2012,2015,1JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,No Recidivism,Yes
6163,2012,2015,1JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,No Recidivism,Yes
6164,2012,2015,1JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,No Recidivism,Yes
6165,2012,2015,1JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,No Recidivism,Yes
6166,2012,2015,1JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,No Recidivism,Yes
6167,2012,2015,1JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,No Recidivism,Yes
6168,2012,2015,1JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,No Recidivism,Yes
6169,2012,2015,5JD,Parole,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Public Order,Weapons,No,No Recidivism,No
6170,2012,2015,1JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,No Recidivism,Yes
6171,2012,2015,1JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,No Recidivism,Yes
6172,2012,2015,8JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Drug,Trafficking,No,No Recidivism,Yes
6173,2012,2015,ISC,Parole,White - Non-Hispanic,45-54,Female,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,No Recidivism,Yes
6175,2012,2015,2JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Property,Burglary,No,No Recidivism,Yes
6181,2012,2015,1JD,Parole,White - Non-Hispanic,25-34,Female,B Felony,Drug,Trafficking,No,No Recidivism,Yes
6183,2012,2015,8JD,Parole,White - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,No Recidivism,No
6184,2012,2015,8JD,Parole,White - Non-Hispanic,0-25,Male,C Felony,Property,Theft,No,No Recidivism,Yes
6185,2012,2015,8JD,Parole,White - Non-Hispanic,0-25,Male,C Felony,Property,Theft,No,No Recidivism,Yes
6186,2012,2015,8JD,Parole,White - Non-Hispanic,0-25,Male,C Felony,Property,Theft,No,No Recidivism,Yes
6187,2012,2015,1JD,Parole,White - Hispanic,25-34,Male,D Felony,Property,Forgery/Fraud,No,No Recidivism,Yes
6188,2012,2015,7JD,Parole,Black - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,No Recidivism,Yes
6190,2012,2015,8JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,No Recidivism,No
6191,2012,2015,8JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,No Recidivism,No
6192,2012,2015,1JD,Parole,Black - Non-Hispanic,0-25,Male,D Felony,Violent,Assault,No,No Recidivism,Yes
6193,2012,2015,1JD,Parole,Black - Non-Hispanic,0-25,Male,D Felony,Violent,Assault,No,No Recidivism,Yes
6195,2012,2015,1JD,Parole,Black - Non-Hispanic,0-25,Male,D Felony,Violent,Assault,No,No Recidivism,Yes
6196,2012,2015,1JD,Parole,Black - Non-Hispanic,0-25,Male,D Felony,Violent,Assault,No,No Recidivism,Yes
6197,2012,2015,ISC,Parole,Black - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,No Recidivism,No
6198,2012,2015,5JD,Parole,Black - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,No Recidivism,Yes
6199,2012,2015,5JD,Parole,Black - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,No Recidivism,Yes
6200,2012,2015,5JD,Parole,Black - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,No Recidivism,Yes
6201,2012,2015,1JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,No Recidivism,Yes
6202,2012,2015,1JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,No Recidivism,Yes
6203,2012,2015,1JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,No Recidivism,Yes
6204,2012,2015,1JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,No,No Recidivism,Yes
6205,2012,2015,2JD,Special Sentence,White - Non-Hispanic,55 and Older,Male,Aggravated Misdemeanor,Other,Special Sentence Revocation,No,No Recidivism,Yes
6206,2012,2015,2JD,Parole,White - Non-Hispanic,35-44,Male,B Felony,Violent,Murder/Manslaughter,No,No Recidivism,No
6207,2012,2015,7JD,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Public Order,Sex Offender Registry/Residency,No,No Recidivism,No
6208,2012,2015,1JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,No,No Recidivism,Yes
6209,2012,2015,1JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,No,No Recidivism,Yes
6210,2012,2015,1JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,No,No Recidivism,Yes
6211,2012,2015,3JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Property,Theft,No,No Recidivism,Yes
6212,2012,2015,2JD,Parole,White - Non-Hispanic,55 and Older,Male,D Felony,Public Order,OWI,No,No Recidivism,No
6214,2012,2015,1JD,Parole,White - Non-Hispanic,55 and Older,Female,Aggravated Misdemeanor,Property,Theft,No,No Recidivism,Yes
6215,2012,2015,7JD,Special Sentence,White - Non-Hispanic,25-34,Male,C Felony,Violent,Sex,No,No Recidivism,Yes
6216,2012,2015,7JD,Special Sentence,White - Non-Hispanic,25-34,Male,C Felony,Violent,Sex,No,No Recidivism,Yes
6217,2012,2015,ISC,Parole,White - Hispanic,25-34,Male,C Felony,Violent,Sex,No,No Recidivism,No
6218,2012,2015,ISC,Parole,White - Hispanic,25-34,Male,C Felony,Violent,Sex,No,No Recidivism,No
6219,2012,2015,ISC,Parole,White - Hispanic,25-34,Male,C Felony,Violent,Sex,No,No Recidivism,No
6223,2012,2015,3JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,No,No Recidivism,No
6227,2012,2015,7JD,Parole,White - Non-Hispanic,25-34,Female,C Felony,Property,Theft,No,No Recidivism,Yes
6228,2012,2015,5JD,Parole,Black - Non-Hispanic,0-25,Male,D Felony,Violent,Assault,No,No Recidivism,Yes
6229,2012,2015,5JD,Parole,Black - Non-Hispanic,0-25,Male,D Felony,Violent,Assault,No,No Recidivism,Yes
6230,2012,2015,3JD,Parole,American Indian or Alaska Native - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Drug,Drug Possession,No,No Recidivism,Yes
6231,2012,2015,1JD,Parole,Asian or Pacific Islander - Non-Hispanic,35-44,Male,D Felony,Property,Vandalism,No,No Recidivism,Yes
6232,2012,2015,7JD,Parole,Black - Hispanic,35-44,Male,D Felony,Public Order,OWI,No,No Recidivism,Yes
6233,2012,2015,1JD,Parole,Black - Non-Hispanic,45-54,Female,D Felony,Violent,Other Violent,No,No Recidivism,Yes
6234,2012,2015,5JD,Parole,White - Non-Hispanic,55 and Older,Male,D Felony,Public Order,Weapons,No,No Recidivism,Yes
6249,2012,2015,ISC,Parole,White - Hispanic,25-34,Male,B Felony,Drug,Trafficking,No,No Recidivism,Yes
6250,2012,2015,ISC,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,No,No Recidivism,Yes
6251,2012,2015,2JD,Parole,White - Non-Hispanic,0-25,Male,C Felony,Violent,Assault,No,No Recidivism,Yes
6252,2012,2015,2JD,Parole,Black - Non-Hispanic,0-25,Male,D Felony,Violent,Assault,No,No Recidivism,No
6255,2012,2015,ISC,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Violent,Assault,No,No Recidivism,Yes
6256,2012,2015,8JD,Parole,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Drug,Drug Possession,No,No Recidivism,Yes
6257,2012,2015,ISC,Parole,White - Non-Hispanic,25-34,Male,C Felony,Property,Burglary,No,No Recidivism,Yes
6258,2012,2015,2JD,Special Sentence,White - Non-Hispanic,25-34,Male,D Felony,Other,Special Sentence Revocation,No,No Recidivism,Yes
6259,2012,2015,5JD,Parole,White - Non-Hispanic,0-25,Male,Aggravated Misdemeanor,Property,Theft,No,No Recidivism,Yes
6260,2012,2015,4JD,Parole,White - Non-Hispanic,35-44,Female,D Felony,Property,Forgery/Fraud,No,No Recidivism,Yes
6265,2012,2015,2JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,No Recidivism,Yes
6266,2012,2015,2JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,No Recidivism,Yes
6267,2012,2015,2JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,No,No Recidivism,Yes
6268,2012,2015,7JD,Parole,Black - Non-Hispanic,35-44,Female,D Felony,Drug,Other Drug,No,No Recidivism,Yes
6273,2012,2015,1JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Property,Theft,No,No Recidivism,Yes
6274,2012,2015,1JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Property,Theft,No,No Recidivism,Yes
6275,2012,2015,1JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Property,Theft,No,No Recidivism,Yes
6276,2012,2015,1JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Property,Theft,No,No Recidivism,Yes
6277,2012,2015,1JD,Parole,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,Yes
6278,2012,2015,5JD,Parole,Black - Non-Hispanic,25-34,Male,B Felony,Drug,Trafficking,No,No Recidivism,Yes
6283,2012,2015,7JD,Parole,White - Non-Hispanic,35-44,Male,C Felony,Property,Arson,No,No Recidivism,Yes
6284,2012,2015,7JD,Special Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Sex Offender Registry/Residency,No,No Recidivism,Yes
6291,2012,2015,4JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Violent,Assault,No,No Recidivism,Yes
6292,2012,2015,8JD,Parole,White - Non-Hispanic,55 and Older,Male,D Felony,Violent,Murder/Manslaughter,No,No Recidivism,Yes
6293,2012,2015,2JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Property,Burglary,No,No Recidivism,Yes
6294,2012,2015,ISC,Parole,Black - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Property,Theft,No,No Recidivism,Yes
6295,2012,2015,1JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Property,Burglary,No,No Recidivism,Yes
6305,2012,2015,8JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,No Recidivism,Yes
6306,2012,2015,4JD,Parole,Black - Hispanic,25-34,Male,D Felony,Property,Theft,No,No Recidivism,Yes
6307,2012,2015,8JD,Special Sentence,White - Non-Hispanic,25-34,Female,C Felony,Violent,Sex,No,No Recidivism,Yes
6323,2012,2015,7JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Other Drug,No,No Recidivism,Yes
6324,2012,2015,5JD,Parole,White - Non-Hispanic,0-25,Male,C Felony,Violent,Other Violent,No,No Recidivism,Yes
6325,2012,2015,5JD,Parole,White - Non-Hispanic,0-25,Male,C Felony,Violent,Other Violent,No,No Recidivism,Yes
6326,2012,2015,2JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Violent,Murder/Manslaughter,No,No Recidivism,Yes
6327,2012,2015,2JD,Parole,White - Non-Hispanic,25-34,Male,C Felony,Violent,Murder/Manslaughter,No,No Recidivism,Yes
6328,2012,2015,5JD,Parole,Asian or Pacific Islander - Non-Hispanic,0-25,Male,C Felony,Violent,Assault,No,No Recidivism,No
6329,2012,2015,1JD,Parole,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,No
6331,2012,2015,1JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,No,No Recidivism,No
6332,2012,2015,ISC,Parole,White - Non-Hispanic,45-54,Male,D Felony,Public Order,Sex Offender Registry/Residency,No,No Recidivism,Yes
6337,2012,2015,6JD,Parole,White - Non-Hispanic,45-54,Male,B Felony,Violent,Murder/Manslaughter,No,No Recidivism,No
6339,2012,2015,8JD,Special Sentence,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Other,Special Sentence Revocation,No,No Recidivism,Yes
6340,2012,2015,3JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,No,No Recidivism,No
6341,2012,2015,6JD,Parole,Black - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Violent,Assault,No,No Recidivism,Yes
6354,2012,2015,1JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Public Order,Sex Offender Registry/Residency,No,No Recidivism,Yes
6355,2012,2015,1JD,Parole,White - Non-Hispanic,45-54,Male,D Felony,Public Order,Sex Offender Registry/Residency,No,No Recidivism,Yes
6356,2012,2015,5JD,Parole,White - Hispanic,0-25,Male,Aggravated Misdemeanor,Property,Vandalism,No,No Recidivism,Yes
6357,2012,2015,6JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Violent,Sex,No,No Recidivism,Yes
6360,2012,2015,4JD,Special Sentence,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Other,Special Sentence Revocation,No,No Recidivism,Yes
6361,2012,2015,4JD,Parole,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,Yes
6362,2012,2015,5JD,Parole,Black - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,No Recidivism,Yes
6363,2012,2015,5JD,Parole,Black - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,No Recidivism,Yes
6364,2012,2015,5JD,Parole,Black - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,No,No Recidivism,Yes
6365,2012,2015,3JD,Special Sentence,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Property,Theft,No,No Recidivism,Yes
6399,2012,2015,ISC,Parole,Black - Non-Hispanic,0-25,Male,C Felony,Property,Burglary,No,No Recidivism,Yes
6406,2012,2015,1JD,Parole,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,No,No Recidivism,Yes
6413,2012,2015,7JD,Parole,White - Non-Hispanic,35-44,Male,B Felony,Violent,Robbery,No,No Recidivism,Yes
6414,2012,2015,5JD,Parole,White - Non-Hispanic,35-44,Female,D Felony,Property,Theft,No,No Recidivism,No
6415,2012,2015,ISC,Parole,White - Non-Hispanic,25-34,Male,B Felony,Violent,Murder/Manslaughter,No,No Recidivism,No
6416,2012,2015,7JD,Parole,Black - Non-Hispanic,45-54,Female,D Felony,Public Order,OWI,No,No Recidivism,Yes
6417,2012,2015,3JD,Parole,Black - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Public Order,Other Public Order,No,No Recidivism,Yes
6418,2012,2015,ISC,Parole,White - Non-Hispanic,0-25,Male,D Felony,Drug,Trafficking,No,No Recidivism,Yes
6419,2012,2015,ISC,Parole,White - Non-Hispanic,0-25,Male,D Felony,Drug,Trafficking,No,No Recidivism,Yes
6420,2012,2015,ISC,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Property,Theft,No,No Recidivism,No
6424,2012,2015,3JD,Parole,White - Hispanic,0-25,Male,C Felony,Violent,Assault,No,No Recidivism,Yes
6425,2012,2015,8JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,Traffic,No,No Recidivism,Yes
6426,2012,2015,2JD,Parole,White - Non-Hispanic,25-34,Female,D Felony,Property,Forgery/Fraud,No,No Recidivism,Yes
6427,2012,2015,5JD,Parole,Black - Non-Hispanic,35-44,Male,B Felony,Violent,Robbery,No,No Recidivism,Yes
6429,2012,2015,5JD,Parole,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Theft,No,No Recidivism,No
6430,2012,2015,5JD,Parole,White - Non-Hispanic,0-25,Female,Aggravated Misdemeanor,Public Order,Traffic,No,No Recidivism,No
6431,2012,2015,5JD,Parole,Black - Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,No Recidivism,Yes
6432,2012,2015,3JD,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Drug,Trafficking,No,No Recidivism,Yes
6433,2012,2015,8JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,No,No Recidivism,Yes
6434,2012,2015,8JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,No,No Recidivism,Yes
6435,2012,2015,8JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,No,No Recidivism,Yes
6436,2012,2015,8JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,No,No Recidivism,Yes
6437,2012,2015,8JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,No,No Recidivism,Yes
6438,2012,2015,8JD,Parole,White - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,No,No Recidivism,Yes
6442,2012,2015,5JD,Parole,Black - Non-Hispanic,0-25,Male,D Felony,Drug,Trafficking,No,No Recidivism,Yes
6443,2012,2015,5JD,Parole,Black - Non-Hispanic,0-25,Male,D Felony,Drug,Trafficking,No,No Recidivism,Yes
6444,2012,2015,2JD,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Violent,Sex,No,No Recidivism,Yes
6445,2012,2015,2JD,Parole,White - Hispanic,35-44,Male,C Felony,Violent,Assault,No,No Recidivism,Yes
6447,2012,2015,3JD,Parole,White - Hispanic,35-44,Female,D Felony,Public Order,OWI,No,No Recidivism,No
6448,2012,2015,1JD,Parole,White - Non-Hispanic,45-54,Male,C Felony,Property,Burglary,No,No Recidivism,Yes
6456,2012,2015,5JD,Parole,White - Non-Hispanic,35-44,Female,C Felony,Property,Forgery/Fraud,No,No Recidivism,Yes
6457,2012,2015,4JD,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Theft,No,No Recidivism,Yes
6458,2012,2015,6JD,Parole,Black - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,No,No Recidivism,Yes
6461,2012,2015,ISC,Parole,White - Hispanic,25-34,Male,C Felony,Violent,Sex,No,No Recidivism,Yes
6462,2012,2015,ISC,Parole,White - Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,No Recidivism,No
6463,2012,2015,ISC,Parole,White - Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,No Recidivism,No
6464,2012,2015,ISC,Parole,White - Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,No Recidivism,No
6465,2012,2015,ISC,Parole,White - Hispanic,25-34,Male,C Felony,Drug,Trafficking,No,No Recidivism,No
6467,2012,2015,ISC,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Property,Vandalism,No,No Recidivism,Yes
6468,2012,2015,8JD,Parole,Black - Non-Hispanic,55 and Older,Male,Aggravated Misdemeanor,Property,Theft,No,No Recidivism,Yes
