,fiscal_year_released,recidivism_reporting_year,releasetype,race_ethnicity,ageat_release,sex,offenseclassification,offensetype,offensesubtype,return_to_prison,days_to_return,recidivism_type,new_offenseclassification,new_offensetype,new_offensesub_type,target_population
18923,2011,2014,Discharged – End of Sentence,White - Hispanic,25-34,Male,D Felony,Property,Theft,Yes,815.0,New,Aggravated Misdemeanor,Violent,Assault,No
18924,2011,2014,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,D Felony,Public Order,Other Public Order,Yes,584.0,New,D Felony,Public Order,Other Public Order,No
18925,2011,2014,Parole,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Drug,Drug Possession,Yes,673.0,New,D Felony,Drug,Drug Possession,Yes
18928,2011,2014,Parole,White - Non-Hispanic,45-54,Female,D Felony,Drug,Drug Possession,Yes,154.0,New,Serious Misdemeanor,Public Order,OWI,Yes
18930,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,Yes,489.0,New,D Felony,Property,Burglary,No
18931,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,0-25,Male,D Felony,Public Order,Other Public Order,Yes,211.0,New,D Felony,Public Order,Other Public Order,No
18935,2011,2014,Parole,Black - Non-Hispanic,25-34,Female,D Felony,Property,Theft,Yes,390.0,New,Aggravated Misdemeanor,Property,Theft,Yes
18936,2011,2014,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,428.0,New,Aggravated Misdemeanor,Violent,Assault,Yes
18938,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,0-25,Male,Aggravated Misdemeanor,Violent,Assault,Yes,393.0,New,C Felony,Drug,Trafficking,No
18943,2011,2014,Parole,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,Yes,339.0,New,Aggravated Misdemeanor,Violent,Other Violent,Yes
18944,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Drug,Drug Possession,Yes,1093.0,New,D Felony,Drug,Drug Possession,No
18945,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,B Felony,Violent,Sex,Yes,835.0,New,Aggravated Misdemeanor,Public Order,Other Public Order,No
18946,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,0-25,Female,D Felony,Property,Forgery/Fraud,Yes,913.0,New,D Felony,Property,Vandalism,No
18947,2011,2014,Parole,Black - Non-Hispanic,45-54,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,386.0,New,D Felony,Property,Forgery/Fraud,Yes
18948,2011,2014,Parole,White - Non-Hispanic,0-25,Male,D Felony,Property,Burglary,Yes,904.0,New,D Felony,Public Order,OWI,Yes
18952,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,Yes,682.0,New,D Felony,Public Order,OWI,No
18954,2011,2014,Parole,Black - Non-Hispanic,45-54,Female,Aggravated Misdemeanor,Public Order,OWI,Yes,870.0,New,D Felony,Property,Theft,Yes
18955,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Property,Forgery/Fraud,Yes,427.0,New,D Felony,Property,Burglary,No
18957,2011,2014,Parole,Black - Non-Hispanic,45-54,Female,Aggravated Misdemeanor,Property,Theft,Yes,313.0,New,Aggravated Misdemeanor,Property,Theft,Yes
18958,2011,2014,Parole,White - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,727.0,New,D Felony,Property,Theft,Yes
18959,2011,2014,Discharged – End of Sentence,American Indian or Alaska Native - Non-Hispanic,0-25,Male,D Felony,Other,Other Criminal,Yes,320.0,New,D Felony,Property,Theft,No
18961,2011,2014,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Alcohol,Yes,401.0,New,Aggravated Misdemeanor,Public Order,Traffic,No
18962,2011,2014,Parole,Black - Non-Hispanic,25-34,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,423.0,New,D Felony,Drug,Drug Possession,Yes
18963,2011,2014,Parole,White - Non-Hispanic,45-54,Male,B Felony,Drug,Trafficking,Yes,231.0,New,D Felony,Drug,Drug Possession,Yes
18964,2011,2014,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Violent,Assault,Yes,274.0,New,D Felony,Drug,Drug Possession,No
18965,2011,2014,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Female,Aggravated Misdemeanor,Property,Theft,Yes,410.0,New,Aggravated Misdemeanor,Property,Theft,No
18967,2011,2014,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,534.0,New,C Felony,Violent,Assault,No
18968,2011,2014,Discharged – End of Sentence,White - Hispanic,25-34,Male,D Felony,Public Order,Traffic,Yes,766.0,New,Felony - Enhancement to Original Penalty,Drug,Trafficking,No
18972,2011,2014,Parole,White - Non-Hispanic,0-25,Male,Aggravated Misdemeanor,Property,Theft,Yes,601.0,New,D Felony,Public Order,Other Public Order,Yes
18974,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,0-25,Male,Aggravated Misdemeanor,Public Order,Weapons,Yes,429.0,New,Aggravated Misdemeanor,Property,Burglary,No
18975,2011,2014,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,Yes,823.0,New,C Felony,Drug,Trafficking,Yes
18977,2011,2014,Parole,Black - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,792.0,New,D Felony,Drug,Drug Possession,Yes
18978,2011,2014,Parole,Black - Non-Hispanic,45-54,Male,D Felony,Property,Forgery/Fraud,Yes,68.0,New,Aggravated Misdemeanor,Property,Theft,Yes
18980,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,0-25,Male,C Felony,Property,Theft,Yes,1017.0,New,Aggravated Misdemeanor,Violent,Assault,No
18983,2011,2014,Discharged – End of Sentence,Black - Non-Hispanic,45-54,Male,D Felony,Property,Theft,Yes,266.0,New,Aggravated Misdemeanor,Property,Forgery/Fraud,No
18985,2011,2014,Parole,White - Non-Hispanic,0-25,Male,D Felony,Property,Vandalism,Yes,898.0,New,D Felony,Violent,Murder/Manslaughter,Yes
18986,2011,2014,Parole,Black - Non-Hispanic,35-44,Male,B Felony,Other,Other Criminal,Yes,1095.0,New,D Felony,Property,Theft,Yes
18987,2011,2014,Discharged – End of Sentence,Black - Non-Hispanic,0-25,Male,Aggravated Misdemeanor,Violent,Assault,Yes,593.0,New,C Felony,Drug,Trafficking,No
18988,2011,2014,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,473.0,New,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes
18989,2011,2014,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes,553.0,New,Aggravated Misdemeanor,Public Order,OWI,No
18990,2011,2014,Parole,White - Non-Hispanic,35-44,Female,D Felony,Property,Theft,Yes,145.0,New,Felony - Enhancement to Original Penalty,Property,Forgery/Fraud,No
18991,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes,500.0,New,D Felony,Public Order,Traffic,No
18993,2011,2014,Parole,White - Non-Hispanic,0-25,Male,D Felony,Property,Burglary,Yes,278.0,New,D Felony,Public Order,Weapons,Yes
18994,2011,2014,Parole,White - Non-Hispanic,0-25,Male,D Felony,Property,Theft,Yes,230.0,New,D Felony,Property,Theft,Yes
18995,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Property,Theft,Yes,1088.0,New,D Felony,Drug,Drug Possession,No
18996,2011,2014,Discharged – End of Sentence,White - Hispanic,0-25,Male,Aggravated Misdemeanor,Violent,Assault,Yes,243.0,New,Aggravated Misdemeanor,Violent,Assault,No
18999,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,55 and Older,Male,C Felony,Property,Burglary,Yes,945.0,New,Aggravated Misdemeanor,Property,Theft,No
19000,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,0-25,Male,Aggravated Misdemeanor,Violent,Assault,Yes,842.0,New,D Felony,Violent,Assault,No
19001,2011,2014,Parole,Black - Non-Hispanic,0-25,Male,C Felony,Drug,Trafficking,Yes,350.0,New,D Felony,Drug,Drug Possession,Yes
19002,2011,2014,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,Yes,879.0,New,D Felony,Public Order,OWI,Yes
19003,2011,2014,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,411.0,New,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes
19004,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,35-44,Female,D Felony,Property,Forgery/Fraud,Yes,493.0,New,C Felony,Property,Burglary,No
19006,2011,2014,Parole,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes,678.0,New,D Felony,Violent,Assault,Yes
19008,2011,2014,Parole,Black - Non-Hispanic,35-44,Male,D Felony,Drug,Drug Possession,Yes,325.0,New,Felony - Enhancement to Original Penalty,Violent,Kidnap,Yes
19011,2011,2014,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Vandalism,Yes,134.0,New,Aggravated Misdemeanor,Violent,Assault,Yes
19015,2011,2014,Parole,Black - Non-Hispanic,0-25,Male,D Felony,Property,Forgery/Fraud,Yes,1087.0,New,C Felony,Drug,Trafficking,Yes
19016,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,25-34,Female,D Felony,Property,Burglary,Yes,307.0,New,D Felony,Property,Burglary,No
19018,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes,718.0,New,D Felony,Public Order,Traffic,No
19019,2011,2014,Parole,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Alcohol,Yes,21.0,New,Aggravated Misdemeanor,Public Order,Alcohol,Yes
19022,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Drug,Trafficking,Yes,670.0,New,Aggravated Misdemeanor,Violent,Assault,No
19024,2011,2014,Parole,White - Non-Hispanic,35-44,Female,C Felony,Drug,Trafficking,Yes,994.0,New,Aggravated Misdemeanor,Drug,Drug Possession,Yes
19025,2011,2014,Parole,White - Non-Hispanic,55 and Older,Male,Aggravated Misdemeanor,Property,Theft,Yes,908.0,New,D Felony,Property,Theft,Yes
19026,2011,2014,Parole,Black - Non-Hispanic,45-54,Male,D Felony,Violent,Assault,Yes,599.0,New,D Felony,Violent,Assault,Yes
19027,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,0-25,Male,D Felony,Property,Burglary,Yes,701.0,New,C Felony,Property,Burglary,No
19028,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Vandalism,Yes,1017.0,New,Aggravated Misdemeanor,Violent,Assault,No
19030,2011,2014,Discharged – End of Sentence,White - Hispanic,0-25,Male,Aggravated Misdemeanor,Property,Burglary,Yes,613.0,New,C Felony,Drug,Trafficking,No
19031,2011,2014,Discharged – End of Sentence,Black - Non-Hispanic,0-25,Male,Aggravated Misdemeanor,Property,Burglary,Yes,265.0,New,D Felony,Property,Theft,No
19033,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,Yes,823.0,New,Aggravated Misdemeanor,Property,Theft,No
19034,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,C Felony,Property,Theft,Yes,425.0,New,C Felony,Drug,Trafficking,No
19035,2011,2014,Parole,White - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,525.0,New,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes
19036,2011,2014,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,D Felony,Violent,Assault,Yes,334.0,New,C Felony,Violent,Robbery,No
19037,2011,2014,Parole,Black - Non-Hispanic,45-54,Male,C Felony,Property,Theft,Yes,805.0,New,Serious Misdemeanor,Public Order,Traffic,Yes
19038,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Serious Misdemeanor,Drug,Drug Possession,Yes,952.0,New,Aggravated Misdemeanor,Drug,Drug Possession,No
19039,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,0-25,Male,D Felony,Property,Theft,Yes,173.0,New,D Felony,Property,Theft,No
19040,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Theft,Yes,1035.0,New,Aggravated Misdemeanor,Violent,Assault,No
19041,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Property,Burglary,Yes,435.0,New,D Felony,Property,Burglary,No
19043,2011,2014,Parole,White - Non-Hispanic,0-25,Male,C Felony,Drug,Trafficking,Yes,152.0,New,Serious Misdemeanor,Public Order,OWI,Yes
19046,2011,2014,Parole,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Other Drug,Yes,454.0,New,D Felony,Drug,Trafficking,Yes
19049,2011,2014,Parole,White - Non-Hispanic,25-34,Female,Felony - Enhancement to Original Penalty,Other,Other Criminal,Yes,231.0,New,D Felony,Drug,Drug Possession,Yes
19050,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Assault,Yes,725.0,New,C Felony,Drug,Trafficking,No
19051,2011,2014,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,Yes,520.0,New,D Felony,Public Order,OWI,No
19052,2011,2014,Discharged – End of Sentence,White - Hispanic,25-34,Male,C Felony,Violent,Assault,Yes,629.0,New,D Felony,Property,Burglary,No
19055,2011,2014,Parole,White - Non-Hispanic,35-44,Male,C Felony,Property,Theft,Yes,74.0,New,C Felony,Property,Burglary,Yes
19056,2011,2014,Parole,White - Non-Hispanic,35-44,Male,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes,219.0,New,D Felony,Drug,Drug Possession,Yes
19059,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,0-25,Male,Aggravated Misdemeanor,Public Order,Other Public Order,Yes,885.0,New,D Felony,Public Order,Other Public Order,No
19062,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,25-34,Female,D Felony,Drug,Trafficking,Yes,511.0,New,Aggravated Misdemeanor,Drug,Drug Possession,No
19064,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,D Felony,Public Order,OWI,Yes,578.0,New,D Felony,Public Order,OWI,No
19065,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Assault,Yes,498.0,New,Aggravated Misdemeanor,Public Order,Alcohol,No
19067,2011,2014,Parole,Black - Non-Hispanic,25-34,Female,D Felony,Property,Forgery/Fraud,Yes,193.0,New,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes
19068,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Drug,Drug Possession,Yes,191.0,New,D Felony,Public Order,Weapons,No
19070,2011,2014,Parole,White - Non-Hispanic,35-44,Male,D Felony,Property,Burglary,Yes,766.0,New,D Felony,Property,Burglary,Yes
19071,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Property,Arson,Yes,932.0,New,D Felony,Drug,Trafficking,No
19072,2011,2014,Parole,Black - Non-Hispanic,0-25,Male,D Felony,Violent,Assault,Yes,238.0,New,C Felony,Property,Burglary,Yes
19073,2011,2014,Discharged – End of Sentence,Black - Non-Hispanic,0-25,Female,Aggravated Misdemeanor,Property,Theft,Yes,1017.0,New,Aggravated Misdemeanor,Violent,Assault,No
19075,2011,2014,Parole,White - Non-Hispanic,35-44,Male,Serious Misdemeanor,Public Order,OWI,Yes,288.0,New,B Felony,Drug,Trafficking,Yes
19076,2011,2014,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,302.0,New,Aggravated Misdemeanor,Public Order,Traffic,Yes
19079,2011,2014,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,341.0,New,Aggravated Misdemeanor,Public Order,OWI,Yes
19080,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,0-25,Male,C Felony,Other,Other Criminal,Yes,809.0,New,Aggravated Misdemeanor,Violent,Assault,No
19082,2011,2014,Parole,White - Non-Hispanic,25-34,Male,C Felony,Violent,Assault,Yes,487.0,New,Serious Misdemeanor,Violent,Assault,Yes
19083,2011,2014,Discharged – End of Sentence,Asian or Pacific Islander - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes,326.0,New,Aggravated Misdemeanor,Public Order,OWI,No
19084,2011,2014,Parole,White - Non-Hispanic,25-34,Male,C Felony,Drug,Trafficking,Yes,319.0,New,B Felony,Drug,Trafficking,Yes
19085,2011,2014,Discharged – End of Sentence,White - Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Traffic,Yes,792.0,New,Aggravated Misdemeanor,Violent,Assault,No
19086,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes,696.0,New,D Felony,Property,Forgery/Fraud,No
19089,2011,2014,Parole,Black - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Theft,Yes,526.0,New,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes
19092,2011,2014,Parole,White - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,Yes,844.0,New,D Felony,Public Order,OWI,Yes
19094,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,0-25,Male,Aggravated Misdemeanor,Violent,Assault,Yes,703.0,New,Aggravated Misdemeanor,Violent,Assault,No
19097,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,0-25,Male,C Felony,Violent,Assault,Yes,880.0,New,D Felony,Public Order,OWI,No
19098,2011,2014,Discharged – End of Sentence,White - Hispanic,0-25,Male,D Felony,Public Order,Other Public Order,Yes,749.0,New,C Felony,Drug,Trafficking,No
19099,2011,2014,Parole,Black - Non-Hispanic,25-34,Female,C Felony,Property,Arson,Yes,909.0,New,Serious Misdemeanor,Violent,Assault,Yes
19100,2011,2014,Discharged – End of Sentence,Black - Non-Hispanic,55 and Older,Male,Aggravated Misdemeanor,Drug,Drug Possession,Yes,227.0,New,Aggravated Misdemeanor,Property,Theft,No
19102,2011,2014,Discharged – End of Sentence,Black - Non-Hispanic,55 and Older,Male,Aggravated Misdemeanor,Property,Theft,Yes,388.0,New,D Felony,Property,Burglary,No
19103,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,55 and Older,Male,D Felony,Drug,Drug Possession,Yes,922.0,New,D Felony,Property,Forgery/Fraud,No
19104,2011,2014,Parole,White - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Public Order,Weapons,Yes,462.0,New,C Felony,Violent,Sex,Yes
19105,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Other,Other Criminal,Yes,113.0,New,Felony - Enhancement to Original Penalty,Property,Forgery/Fraud,No
19106,2011,2014,Parole,White - Non-Hispanic,45-54,Male,C Felony,Drug,Trafficking,Yes,707.0,New,Aggravated Misdemeanor,Drug,Drug Possession,Yes
19107,2011,2014,Parole,White - Non-Hispanic,25-34,Male,D Felony,Violent,Assault,Yes,973.0,New,Felony - Enhancement to Original Penalty,Property,Theft,Yes
19108,2011,2014,Discharged – End of Sentence,Black - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Violent,Assault,Yes,236.0,New,Aggravated Misdemeanor,Violent,Assault,No
19109,2011,2014,Discharged – End of Sentence,American Indian or Alaska Native - Non-Hispanic,0-25,Male,Aggravated Misdemeanor,Violent,Assault,Yes,498.0,New,Aggravated Misdemeanor,Violent,Assault,No
19113,2011,2014,Parole,White - Non-Hispanic,25-34,Male,D Felony,Property,Burglary,Yes,472.0,New,Felony - Enhancement to Original Penalty,Drug,Trafficking,Yes
19117,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,C Felony,Property,Theft,Yes,424.0,New,D Felony,Drug,Other Drug,No
19118,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,Aggravated Misdemeanor,Property,Burglary,Yes,731.0,New,D Felony,Violent,Assault,No
19119,2011,2014,Parole,White - Non-Hispanic,25-34,Male,D Felony,Public Order,OWI,Yes,685.0,New,C Felony,Property,Theft,No
19120,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,45-54,Male,C Felony,Violent,Assault,Yes,498.0,New,D Felony,Public Order,OWI,No
19121,2011,2014,Discharged – End of Sentence,Black - Non-Hispanic,25-34,Male,Aggravated Misdemeanor,Violent,Assault,Yes,66.0,New,D Felony,Public Order,Flight/Escape,No
19122,2011,2014,Parole,White - Non-Hispanic,0-25,Male,D Felony,Property,Burglary,Yes,579.0,New,Aggravated Misdemeanor,Property,Forgery/Fraud,Yes
19124,2011,2014,Parole,White - Non-Hispanic,45-54,Male,Aggravated Misdemeanor,Public Order,Alcohol,Yes,540.0,New,Aggravated Misdemeanor,Public Order,Alcohol,Yes
19126,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,25-34,Male,D Felony,Property,Vandalism,Yes,533.0,New,D Felony,Property,Burglary,No
19127,2011,2014,Parole,Black - Non-Hispanic,35-44,Male,C Felony,Drug,Trafficking,Yes,721.0,New,D Felony,Drug,Drug Possession,Yes
19129,2011,2014,Discharged – End of Sentence,White - Non-Hispanic,35-44,Male,D Felony,Public Order,OWI,Yes,356.0,New,D Felony,Public Order,OWI,No
19131,2011,2014,Parole,White - Non-Hispanic,45-54,Male,C Felony,Violent,Robbery,Yes,588.0,New,C Felony,Property,Theft,Yes
